epoch,beta,beta_event,train_recon,train_kl,train_raw_kl,train_align,train_stab,train_interv_inv,train_total,train_aux_pres_f1,train_aux_pres_acc,train_aux_type_f1,train_aux_type_acc,val_recon,val_kl,val_raw_kl,val_align,val_stab,val_interv_inv,val_total,val_aux_pres_f1,val_aux_pres_acc,val_aux_type_f1,val_aux_type_acc,val_ref_elbo
10,0.19999999999999998,→hold,0.02820698974906525,0.10002882127742191,0.5001440992503813,0.0,4.0496926622493186e-05,0.012694158051469987,1.28797129768155,0.8984,0.8346,0.6933,0.69,0.027024400012783483,0.39987164671840586,0.39987164671840586,0.0,2.0807004530616594e-05,0.012458334225249905,2.0945574357274266,0.8747,0.8118,0.4598,0.4532,0.42689604673118936
11,0.19999999999999998,→hold,0.028989255114461914,0.09223953296085853,0.4611976572991291,0.0,1.1228849209959456e-05,0.012587380218541338,1.2609571860386775,0.8989,0.8359,0.7012,0.6984,0.0275893645928653,0.40775703597222274,0.40775703597222274,0.0,4.814253990313145e-06,0.013204662698868646,2.126202747033901,0.8751,0.8081,0.4648,0.472,0.43534640056508805
12,0.19999999999999998,→hold,0.029953757362378822,0.08619896108932766,0.43099479841225313,0.0,2.352487985368771e-06,0.012954946928879335,1.2363240356410379,0.8992,0.8365,0.7062,0.7039,0.02928770585345352,0.39399088049395403,0.39399088049395403,0.0,8.855969668308245e-07,0.011629661569139988,2.071603034187284,0.8788,0.8081,0.4781,0.4885,0.42327858634740756
13,0.19999999999999998,→hold,0.03118773538878549,0.08123965025794157,0.40619824340928606,0.0,4.6627954350367295e-07,0.012768811139452097,1.2172910832005106,0.9004,0.8388,0.7114,0.7084,0.029721764431938594,0.4238592783396848,0.4238592783396848,0.0,2.2052829391885277e-07,0.013411788915407888,2.1792385982341522,0.876,0.8103,0.4678,0.4684,0.45358104277162337
14,0.19999999999999998,→hold,0.031993876688946515,0.07663021831612885,0.38315108451214464,0.0,1.757468665087073e-07,0.01296315336132579,1.1973364404487958,0.9007,0.8393,0.7153,0.7117,0.03040097860115792,0.33465530234089225,0.33465530234089225,0.0,1.2296698193979126e-07,0.010982463206264467,2.0322921386092516,0.8771,0.8062,0.484,0.4836,0.36505628094205017
15,0.19999999999999998,→hold,0.03286178345235931,0.07207838495026578,0.36039191749178884,0.0,1.4772080642959845e-07,0.012990564082309112,1.1821554724550072,0.9016,0.8409,0.7212,0.7178,0.03060229419222973,0.3311125270286855,0.3311125270286855,0.0,1.78155885816831e-07,0.012376149448809961,2.0485494351694,0.8795,0.8121,0.4777,0.4824,0.3617148212209152
16,0.19999999999999998,→hold,0.03355795296502637,0.06960568525197305,0.34802841870011864,0.0,1.480952854203537e-07,0.012920636289681379,1.1662621067993806,0.903,0.8434,0.7242,0.7205,0.030744376036742214,0.30235084648296046,0.30235084648296046,0.0,2.1426580048610595e-07,0.011870719590364225,1.9922140325087847,0.8762,0.8112,0.4762,0.4756,0.3330952225197027
17,0.19999999999999998,→hold,0.03445084517200788,0.06602855127700519,0.3301427506811016,0.0,1.950652297206332e-07,0.012838706851769716,1.1512408539270744,0.9023,0.8424,0.7277,0.7242,0.031158324307062595,0.3222030196898485,0.3222030196898485,0.0,2.638266391084885e-07,0.013372128479614406,2.0437096935485055,0.87,0.8072,0.4653,0.4639,0.3533613439969111
18,0.19999999999999998,→hold,0.035175129621129335,0.06391018084608592,0.3195508979670294,0.0,2.3212326637298374e-07,0.013040599442213337,1.139705432094497,0.9032,0.8438,0.7296,0.7267,0.03334245247998207,0.27377511720800607,0.27377511720800607,0.0,5.490535485148338e-07,0.01200350486901249,2.0109250729687735,0.8757,0.8111,0.4759,0.473,0.30711756968798815
19,0.19999999999999998,→hold,0.03579867678957108,0.06150979215736354,0.3075489554376829,0.0,2.6845763478238104e-07,0.0131553438536468,1.1234352931434854,0.9032,0.8444,0.7354,0.732,0.034862811641184044,0.29747089327916565,0.29747089327916565,0.0,3.4762430916465897e-07,0.012292255491593877,1.9590921501744971,0.8766,0.8132,0.4888,0.4954,0.3323337049203497
20,0.19999999999999998,→hold,0.0366515112706484,0.05975436127229488,0.2987718014762952,0.0,4.448193603379561e-07,0.013269546840872084,1.1085557079577184,0.9049,0.8469,0.7449,0.7409,0.036528093660402196,0.27716740665261835,0.27716740665261835,0.0,4.1682423386402443e-07,0.011369017944091635,1.9710856711915634,0.8766,0.8035,0.4892,0.4992,0.31369550031302057
21,0.21999999999999997,↑,0.03732537826175218,0.05759058020763345,0.2879528967397554,0.0,4.487010414309125e-07,0.01324950914741272,1.0971522962217366,0.9048,0.847,0.7447,0.7413,0.03595250434853744,0.27785430004412526,0.27785430004412526,0.0,8.152773166193388e-07,0.013155775502436023,1.9781589658986858,0.8802,0.8111,0.4897,0.5019,0.3138068043926627
22,0.21999999999999997,→hold,0.038139237718649834,0.060206275242261395,0.27366488855400367,0.0,7.66493933395232e-07,0.013276897469746978,1.0886257966577788,0.9053,0.8478,0.7492,0.7468,0.036218362696500805,0.2645525020655133,0.2645525020655133,0.0,5.51902793048038e-07,0.01277808507288858,1.979183866742343,0.8764,0.8132,0.4837,0.4853,0.3007708647620141
23,0.21999999999999997,→hold,0.03891141570749737,0.05766010491839259,0.2620913872952426,0.0,4.1974067556481347e-07,0.013548727167749798,1.0794570394706378,0.9067,0.8502,0.7505,0.747,0.037147547817856966,0.2487004212235688,0.2487004212235688,0.0,6.539153944700067e-07,0.01267139141571752,1.9251139110250022,0.8783,0.8142,0.4805,0.4852,0.2858479690414258
24,0.21999999999999997,→hold,0.03918744764212287,0.056756011984778414,0.2579818741578759,0.0,5.513984317670645e-07,0.0137574310694231,1.0653220494806548,0.9073,0.8512,0.7562,0.7538,0.03768168169157699,0.2529219338758309,0.2529219338758309,0.0,6.220094892712701e-07,0.012707737280463585,2.0291554265267857,0.88,0.8139,0.4826,0.4903,0.2906036155674079
25,0.21999999999999997,→hold,0.03992986853742774,0.05558915316185235,0.25267797020765453,0.0,6.37360161815425e-07,0.01399343295855236,1.0549241177765005,0.9064,0.85,0.7595,0.756,0.038256184106029156,0.2162051426622489,0.2162051426622489,0.0,4.810265890444678e-07,0.012135320351071368,2.0025402240998753,0.8776,0.8103,0.4939,0.4887,0.25446132676827804
26,0.21999999999999997,→hold,0.04076090957901198,0.05346076105867987,0.24300346075942664,0.0,5.863183356098242e-07,0.014100347626817859,1.0438946174396264,0.9083,0.8529,0.7649,0.7615,0.03882532989678209,0.23733090881114355,0.23733090881114355,0.0,1.055573576564329e-06,0.013996567509173068,1.9397864405689322,0.8773,0.8154,0.4934,0.4985,0.27615623870792566
27,0.21999999999999997,→hold,0.0410408784222581,0.05258393503943861,0.23901788808487273,0.0,9.291367216386315e-07,0.014537739221197672,1.0320416825376588,0.9079,0.8526,0.7672,0.7645,0.038983378935077674,0.22586996789398112,0.22586996789398112,0.0,2.599099433567847e-07,0.013994805802603136,1.9598916991585826,0.8799,0.8163,0.4986,0.5016,0.2648533468290588
28,0.23999999999999996,↑,0.041406325914047575,0.05170364939222187,0.235016589199667,0.0,3.9667577051502884e-07,0.01468146714166953,1.0204075298684858,0.9094,0.8549,0.7743,0.7711,0.03869662145272601,0.22247623975184855,0.22247623975184855,0.0,5.334938119121866e-07,0.014402671253444556,1.9397365583882311,0.8766,0.8108,0.4884,0.4956,0.26117286120457456
29,0.23999999999999996,→hold,0.04180693275707982,0.054231609166650985,0.22596504318190144,0.0,4.812180587620101e-07,0.014776426389636029,1.0112110464782504,0.9094,0.8551,0.7779,0.775,0.0398295092608284,0.21133592571311755,0.21133592571311755,0.0,4.261816822652831e-07,0.013887627917649664,2.037825374132574,0.8758,0.8156,0.4867,0.4813,0.25116543497394594
30,0.25999999999999995,↑,0.04217287020641806,0.05307993905502798,0.221166417493925,0.0,5.746849171744929e-07,0.01499866282451393,0.9994985596600906,0.9099,0.856,0.7822,0.7795,0.03970768515324388,0.19422450832734803,0.19422450832734803,0.0,9.563609059360157e-07,0.013272938698274383,2.0081642937762543,0.88,0.8115,0.4844,0.4843,0.2339321934805919
31,0.25999999999999995,→hold,0.04294620706075496,0.0555937114297907,0.21382197481153647,0.0,5.22616319548868e-07,0.015130864997008891,0.9975879901931399,0.91,0.8562,0.7814,0.7789,0.04053395421368114,0.1952660983596237,0.1952660983596237,0.0,1.038335382371313e-06,0.01321276055265202,2.0119447329525273,0.8784,0.8052,0.4879,0.5013,0.23580005257330483
32,0.27999999999999997,↑,0.04361798947219884,0.054389055722799055,0.20918868364759416,0.0,6.212229290525055e-07,0.015403489667526532,0.9815664232432187,0.9109,0.8575,0.7912,0.7882,0.04000110503749786,0.19488365359828197,0.19488365359828197,0.0,6.202830579090699e-07,0.015212886059424908,1.9985813434543527,0.8782,0.8125,0.4867,0.486,0.23488475863577984
33,0.27999999999999997,→hold,0.04381456658680797,0.056506347109055347,0.20180838159370773,0.0,5.6132263410773e-07,0.01536501337852561,0.9746090942250066,0.9116,0.8588,0.7938,0.7916,0.041180889022260775,0.18566845932999393,0.18566845932999393,0.0,3.3924623523905284e-07,0.014603417632549746,2.126385942293339,0.877,0.8086,0.4746,0.4782,0.2268493483522547
34,0.27999999999999997,→hold,0.04406953658294547,0.055732826221283976,0.1990458070140182,0.0,4.595345864744652e-07,0.015553154738708622,0.964296505346403,0.9123,0.86,0.7958,0.7934,0.04158107334420149,0.2006497702565316,0.2006497702565316,0.0,1.1377240531544675e-06,0.014982967665458953,2.01015273005154,0.8783,0.8069,0.5016,0.5133,0.2422308436007331
35,0.27999999999999997,→hold,0.04448280877164214,0.05483077023683232,0.19582417866576723,0.0,4.372914021316249e-07,0.016127264314764366,0.9515911771919264,0.9134,0.8618,0.8013,0.7994,0.04254889253990589,0.20166100065979323,0.20166100065979323,0.0,8.23805339580489e-07,0.016410955165956538,2.0060231184243134,0.879,0.8152,0.487,0.4956,0.2442098931996991
36,0.3,↑,0.04494237361455357,0.05436427591047881,0.19415812731990012,0.0,3.3711201275014326e-07,0.016454880388501365,0.9377855539540232,0.9122,0.8598,0.8072,0.8049,0.04121338541703418,0.19308736824426528,0.19308736824426528,0.0,4.945426638503377e-07,0.01660867822016769,2.1228698824608276,0.8779,0.8119,0.4892,0.4924,0.23430075366129946
37,0.3,→hold,0.045532067241522416,0.056366015621375685,0.18788671103261767,0.0,5.345432976223358e-07,0.01662241907844886,0.9318159456218119,0.9144,0.8634,0.8102,0.8086,0.04189658432783231,0.16130545669806873,0.16130545669806873,0.0,8.086194753177005e-07,0.014970191930272804,2.0095518336275617,0.8782,0.8125,0.4857,0.4913,0.20320204102590103
38,0.3,→hold,0.04572849263583784,0.05603781783946486,0.1867927184580883,0.0,7.101427250558494e-07,0.01696366841150891,0.920484857244806,0.9142,0.8631,0.8142,0.812,0.04344766399155615,0.16786924496996555,0.16786924496996555,0.0,5.942549348244845e-07,0.01675068509321292,2.0657471899310917,0.8789,0.8133,0.4866,0.4944,0.2113169089615217
39,0.32,↑,0.04612330875390178,0.055021711150968905,0.18340569655428002,0.0,3.1999317421619814e-07,0.017588246714378343,0.9089127274659964,0.9148,0.8642,0.818,0.816,0.043286329926723065,0.14839720718018998,0.14839720718018998,0.0,5.487874561154078e-07,0.015175739053412952,2.0343512235281294,0.8797,0.8125,0.481,0.4905,0.19168353710691305
40,0.32,→hold,0.046581796128234584,0.05743632149019521,0.1794885088563402,0.0,4.7549900292016564e-07,0.01737446811957619,0.8976429255454095,0.9154,0.8653,0.8244,0.8222,0.04456536771625664,0.17073867981653867,0.17073867981653867,0.0,7.262690188227277e-07,0.017761083661534626,2.0958298209399113,0.8774,0.8092,0.498,0.4983,0.2153040475327953
41,0.34,↑,0.04700424222637227,0.056367986900356666,0.17614996313175438,0.0,3.5976984259610156e-07,0.0175821957802707,0.8899867577212197,0.916,0.8663,0.8262,0.8244,0.0442180757614676,0.16165967803656286,0.16165967803656286,0.0,2.6365645405979314e-07,0.01744415555469084,2.0869570323326045,0.8763,0.8113,0.4819,0.4807,0.20587775379803047
42,0.34,→hold,0.04730297017146598,0.05891030147371493,0.17326559107273054,0.0,5.484219365718553e-07,0.01795264073534981,0.8798954297989716,0.9162,0.8667,0.8339,0.8317,0.04412687637807218,0.15089389032688263,0.15089389032688263,0.0,2.3155356659269621e-07,0.017872044816613197,2.0514638145082498,0.8771,0.8119,0.4887,0.4899,0.19502076670495483
43,0.34,→hold,0.047645852160759464,0.05819614400111493,0.1711651275255086,0.0,4.4033320398638527e-07,0.01831360960092682,0.8707105468262683,0.9187,0.8707,0.8344,0.8332,0.045121034287523815,0.15555974562920213,0.15555974562920213,0.0,3.742189419343775e-07,0.017322396843538264,2.1135073020222874,0.8758,0.8086,0.4849,0.4853,0.20068077991672595
44,0.34,→hold,0.04773718028605639,0.05743610293983103,0.1689297127854693,0.0,3.719746237232277e-07,0.01865702841410434,0.8548459979422364,0.92,0.8729,0.8409,0.839,0.04511832647313376,0.15908810485138403,0.15908810485138403,0.0,2.0523359646563123e-07,0.018458446068089662,2.121859603941185,0.8795,0.8134,0.481,0.494,0.2042064313245178
45,0.34,→hold,0.04815624011578141,0.057755982551055074,0.16987053555992496,0.0,4.179539328029289e-07,0.019404305383945122,0.8425681469859657,0.9194,0.8718,0.8441,0.8424,0.045191393845390865,0.1521910616064788,0.1521910616064788,0.0,1.9854629432393072e-07,0.018298869089187472,2.2241384138876787,0.877,0.8066,0.482,0.4802,0.19738245545186967
46,0.34,→hold,0.048454088401117604,0.05670737847685814,0.16678640532952088,0.0,3.0986217659784623e-07,0.019720021167926954,0.8319150672290788,0.9202,0.8732,0.8474,0.8461,0.04568529830118361,0.15749595163973615,0.15749595163973615,0.0,3.787937477961229e-07,0.019316985657590525,2.165451254967456,0.8737,0.808,0.4865,0.4904,0.20318124994091977
47,0.36000000000000004,↑,0.048413256415244424,0.05701086791607486,0.16767902140106475,0.0,3.710956052925342e-07,0.020123359238926743,0.817883217946077,0.9211,0.8746,0.8559,0.8537,0.04549057581042271,0.1491073037101987,0.1491073037101987,0.0,2.5786005409511163e-07,0.019028667992084834,2.282304549677689,0.8742,0.8041,0.4828,0.484,0.1945978795206214
48,0.36000000000000004,→hold,0.04875625814601178,0.05890607451781248,0.16362797840065135,0.0,3.306019598740447e-07,0.020146772676512544,0.8123902604256794,0.9212,0.8748,0.857,0.8563,0.04549656060919997,0.14105279209659846,0.14105279209659846,0.0,2.656794910271153e-07,0.018606204891281578,2.1435769811720298,0.8734,0.8072,0.486,0.4892,0.18654935270579842
49,0.36000000000000004,→hold,0.049033183338386674,0.058818171926579635,0.16338380461647398,0.0,3.6779884464539674e-07,0.020501684405987625,0.7987037235563927,0.9217,0.8757,0.8632,0.8621,0.04592356948349865,0.1625698804535579,0.1625698804535579,0.0,7.592563979990743e-07,0.02025592857532107,2.1933550269306985,0.8758,0.8104,0.4793,0.478,0.20849344993705657
50,0.36000000000000004,→hold,0.04915598603204275,0.058675009777748977,0.16298613173293544,0.0,3.8672045117852956e-07,0.0208073474531618,0.7878430819773412,0.9227,0.8774,0.865,0.8643,0.04586764676856125,0.14663539334428158,0.14663539334428158,0.0,1.90908439546104e-07,0.02010596733812099,2.1719879571971976,0.8755,0.8064,0.4868,0.4872,0.19250304011284283
51,0.38000000000000006,↑,0.04908937623813039,0.05819277774419759,0.16164659841102122,0.0,3.338834507756002e-07,0.02140798942175704,0.7750139486440372,0.923,0.8779,0.8717,0.871,0.04542871369568575,0.15724973278240073,0.15724973278240073,0.0,2.1410607630372779e-07,0.021164377008129086,2.195385296968943,0.8769,0.8103,0.4815,0.4823,0.20267844647808647
52,0.38000000000000006,→hold,0.0492592216247604,0.06080422594106241,0.1600111227059539,0.0,5.364402094237607e-07,0.021525854359111397,0.7691591187711164,0.9244,0.88,0.8729,0.8725,0.046713590613954054,0.14411575110557254,0.14411575110557254,0.0,8.194861832746317e-07,0.020307831957840358,2.2539397629033853,0.8746,0.8039,0.4865,0.4869,0.1908293417195266
53,0.4000000000000001,↑,0.04951773875225813,0.06006654665801988,0.15806986177306034,0.0,2.612749107209439e-07,0.022009641042954865,0.7579509815671942,0.9239,0.8794,0.8785,0.8771,0.046080060902775104,0.14805518599155124,0.14805518599155124,0.0,7.403573459628147e-07,0.0220377373033455,2.3065914498889906,0.8744,0.8091,0.4796,0.4805,0.19413524689432635
54,0.4000000000000001,→hold,0.04988948651504167,0.062426205219584946,0.15606551049720674,0.0,6.502067799566946e-07,0.022108624568174938,0.7492626613968021,0.9261,0.8828,0.8805,0.8791,0.04746940205185454,0.14075730568349618,0.14075730568349618,0.0,1.4034347473761175e-07,0.02066992956729278,2.354739413752576,0.8742,0.8072,0.47,0.4666,0.18822670773535072
55,0.4200000000000001,↑,0.05012023163065587,0.061893585680441544,0.15473396142760476,0.0,1.4595723827280602e-07,0.022876584443567327,0.7389144740807705,0.926,0.8829,0.885,0.8842,0.04678325174384363,0.14181126583799272,0.14181126583799272,0.0,1.9082830057196341e-07,0.022783643350228987,2.3523078627340785,0.8732,0.8054,0.48,0.4829,0.18859451758183635
56,0.4200000000000001,→hold,0.04998193746057404,0.06410446305223655,0.15262967846168704,0.0,1.9774389292478266e-07,0.0228376726469796,0.7278732458750407,0.9269,0.8841,0.8904,0.8897,0.04669118334455296,0.14449676391648633,0.14449676391648633,0.0,2.4027101988125526e-07,0.02195280370634257,2.304838163658273,0.8733,0.8047,0.4808,0.4841,0.1911879472610393
57,0.4200000000000001,→hold,0.04985063453460788,0.06378438648505089,0.15186759182712534,0.0,3.395588542813236e-07,0.023075715860440618,0.7154081762928666,0.9269,0.8842,0.8938,0.8937,0.04746439024134511,0.137610501581763,0.137610501581763,0.0,1.3571561274127333e-07,0.02247602530543257,2.3108435411309993,0.8697,0.8036,0.4881,0.4938,0.1850748918231081
58,0.4400000000000001,↑,0.05028669864294075,0.06358453613661584,0.15139175752252887,0.0,1.999716999365034e-07,0.023522673570465693,0.7067638647643638,0.9284,0.8867,0.8984,0.8974,0.04652728986938368,0.15411224673490156,0.15411224673490156,0.0,5.120267171742139e-07,0.023847553071609896,2.395295394336717,0.8756,0.8065,0.4768,0.4833,0.20063953660428524
59,0.4400000000000001,→hold,0.05039420390276463,0.06602659347320433,0.15006044030789928,0.0,3.6975010765655705e-07,0.023684115949062966,0.696058044558043,0.929,0.8877,0.9047,0.9037,0.04732157379516716,0.13443549607316824,0.13443549607316824,0.0,1.9814862691419943e-07,0.023436833600725484,2.288373242887816,0.8724,0.8009,0.4823,0.4838,0.1817570698683354
60,0.46000000000000013,↑,0.05037076538599236,0.06559355174201531,0.14907625464947669,0.0,3.055218729632368e-07,0.023897283091363342,0.6881124157826979,0.929,0.8876,0.9057,0.9061,0.04693927950037907,0.1498257853570414,0.1498257853570414,0.0,8.253938421250609e-08,0.024391178741187753,2.415920611103205,0.871,0.8028,0.4773,0.478,0.19676506485742049
61,0.46000000000000013,→hold,0.0503764270085009,0.06769210729243118,0.14715675229117983,0.0,2.5761136416568935e-07,0.024129841307812667,0.6754122672281859,0.9301,0.8895,0.9086,0.9096,0.04720938685370105,0.13678028770270778,0.13678028770270778,0.0,2.3387238368525572e-07,0.025169458348192116,2.3833691546845333,0.8697,0.8037,0.4831,0.4842,0.18398967455640883
62,0.48000000000000015,↑,0.05048671980889944,0.06715191556174895,0.14598242252137197,0.0,2.0913973285948882e-07,0.02495349077473739,0.669482518792589,0.9311,0.8911,0.9138,0.9137,0.04710111873376267,0.13843369854877946,0.13843369854877946,0.0,1.2212297616274495e-07,0.02392635028809309,2.4399642077126726,0.8696,0.8028,0.4823,0.4828,0.18553481728254212
63,0.48000000000000015,→hold,0.05040606192480295,0.06939014567969701,0.14456280685224376,0.0,2.4112965125303266e-07,0.024384574550152808,0.6598557148115102,0.9321,0.8928,0.9155,0.9159,0.0472699419591304,0.14100505424415605,0.14100505424415605,0.0,8.701391903051822e-08,0.024962671137067127,2.586552844794523,0.8679,0.8027,0.4738,0.4685,0.18827499620328644
64,0.48000000000000015,→hold,0.05071340519730207,0.06896257408700146,0.14367203253420283,0.0,1.9545010276086793e-07,0.02467311396103202,0.6497938262892293,0.9326,0.8936,0.9193,0.9197,0.04841524704715213,0.13265391653443612,0.13265391653443612,0.0,2.551222204367107e-07,0.025526541093356364,2.521824459149602,0.8743,0.8045,0.4731,0.4732,0.18106916358158825
65,0.5000000000000001,↑,0.05077404086051625,0.06890098945725531,0.1435437312574832,0.0,2.8033378463672243e-07,0.025044264080814827,0.6383094203559471,0.9338,0.8955,0.9235,0.9235,0.04743278560592381,0.14352151054425302,0.14352151054425302,0.0,3.289056766150937e-07,0.02615005101273116,2.4721488435892587,0.8658,0.7996,0.479,0.4809,0.19095429615017684
66,0.5000000000000001,→hold,0.05065062222490599,0.07110073614606272,0.14220147229212543,0.0,2.444193309514002e-07,0.02554360671043942,0.6304752110015779,0.9337,0.8953,0.9265,0.9271,0.04757588399901922,0.12292859668127969,0.12292859668127969,0.0,3.14986737557013e-07,0.023670038879876995,2.4486923015680437,0.8714,0.8021,0.4771,0.4782,0.17050448068029891
67,0.5200000000000001,↑,0.05075732469149343,0.07035445462189097,0.14070890924378193,0.0,3.110546538063994e-07,0.02554638393482555,0.6210644711832424,0.9347,0.897,0.931,0.9316,0.047464973808869784,0.13048247174387836,0.13048247174387836,0.0,5.598240288888769e-08,0.025055998064929325,2.5136880884866346,0.8725,0.803,0.4734,0.4723,0.17794744555274816
68,0.5200000000000001,→hold,0.050730333086990174,0.07266269684956843,0.13973596061651522,0.0,1.4214586278733924e-07,0.025888076116886986,0.6146792880781404,0.9355,0.8982,0.9308,0.9319,0.04802655008153854,0.129014532261652,0.129014532261652,0.0,1.428158393224887e-07,0.025337909728032838,2.578089924585154,0.8718,0.8045,0.4771,0.479,0.17704108234319055
69,0.5200000000000001,→hold,0.050891135863605,0.07210456030682111,0.13866262072390254,0.0,2.4305113683662e-07,0.026261944033805922,0.6051133570326117,0.9362,0.8995,0.9361,0.9369,0.048206327483057976,0.12704748244628375,0.12704748244628375,0.0,9.58666791730197e-08,0.025635949535846966,2.5201044581478755,0.8693,0.7969,0.4813,0.482,0.17525380992934173
70,0.5400000000000001,↑,0.05087127450567026,0.07189961611515,0.13826849767358312,0.0,1.4520104568440557e-07,0.02631913465123637,0.5922976556496743,0.9365,0.8998,0.9397,0.9408,0.0476327536012098,0.13047722522409178,0.13047722522409178,0.0,3.286055057321895e-07,0.02653071450173471,2.568881797432388,0.8689,0.8006,0.4793,0.4829,0.17810997882530158
71,0.5400000000000001,→hold,0.05073062923392315,0.0738041168249352,0.1366742848940603,0.0,2.538858938890949e-07,0.02632569991420586,0.5879983557012928,0.9375,0.9015,0.9409,0.9421,0.04845503778416711,0.12667956062524616,0.12667956062524616,0.0,6.84032491315036e-07,0.026218086720919916,2.5601042864660335,0.8687,0.7985,0.4797,0.4782,0.17513459840941326
72,0.5600000000000002,↑,0.050934410268515896,0.0739211434014005,0.13689100094166867,0.0,1.4309548181788013e-07,0.02674249926029326,0.5824331166325035,0.9387,0.9035,0.9449,0.9461,0.04760423640005067,0.12205317462974352,0.12205317462974352,0.0,1.0555633521288198e-07,0.025940285971620052,2.639874206847899,0.8708,0.7991,0.4714,0.477,0.1696574110297942
73,0.5600000000000002,→hold,0.050889069337275,0.07496064094205697,0.13385828692234042,0.0,1.984970570460032e-07,0.026338110978104474,0.5740390277498371,0.94,0.9056,0.9478,0.9487,0.048026681250129134,0.12590773704225924,0.12590773704225924,0.0,2.0548130041549599e-07,0.02653123082617066,2.678436621575908,0.8714,0.8032,0.4746,0.4729,0.17393441829238837
74,0.5800000000000002,↑,0.050699778071744535,0.07494619838047377,0.1338324962463571,0.0,1.343928350420964e-07,0.026542462422188384,0.5645476413187963,0.9407,0.9066,0.9515,0.9528,0.047740627280056736,0.12675721163145973,0.12675721163145973,0.0,5.515322011589591e-07,0.026736696222757064,2.639176576434287,0.8702,0.8016,0.4766,0.4797,0.17449783891151646
